id_do_caso,num_de_empregados,salario_prevalecente_semanal,tem_experiencia_de_trabalho_S,requer_treinamento_de_trabalho_S,posicao_em_tempo_integral_S,continente_América do Norte,continente_América do Sul,continente_Europa,continente_Oceania,continente_África,continente_Ásia,educacao_do_empregado_Doutorado,educacao_do_empregado_Ensino Médio,educacao_do_empregado_Ensino Superior,educacao_do_empregado_Mestrado,regiao_de_emprego_Ilha,regiao_de_emprego_Meio-Oeste,regiao_de_emprego_Nordeste,regiao_de_emprego_Oeste,regiao_de_emprego_Sul,status_do_caso_Aprovado,anos_estabelecimento
EZYV14720,575,1641.48,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,15
EZYV25092,4045,2660.06,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,26
EZYV21130,3458,1136.13,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,13
EZYV24857,2239,11305.92,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,104
EZYV9836,5169,122.13,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,24
EZYV10288,1955,30026.72,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,57
EZYV21796,171,2346.97,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,14
EZYV20900,32524,813.14,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,23
EZYV5115,206389,2016.38,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,52
EZYV18127,2843,40122.29,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,84
EZYV7839,1032,853.45,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,104
EZYV25181,3224,1275.93,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,25
EZYV23502,382,87850.32,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,45
EZYV2733,395,2347.48,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,24
EZYV8374,986,95478.53,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,95
EZYV18464,2746,2926.02,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,18
EZYV19107,858,1284.96,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,15
EZYV4701,2097,214.17,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,22
EZYV15192,1532,840.34,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,25
EZYV2515,854,1807.01,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,27
EZYV4823,1824,2413.28,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,26
EZYV23807,1794,4191.75,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,13
EZYV870,616,1026.0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,22
EZYV5785,2990,23916.27,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,98
EZYV17284,2587,1395.41,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,95
EZYV3500,3171,188.64,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,18
EZYV24997,36,3362.44,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,23
EZYV14758,4684,1906.88,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,24
EZYV7327,2312,3287.04,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,22
EZYV25434,5900,955.04,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,17
EZYV1876,1203,537.96,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,20
EZYV1781,2640,1958.12,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,29
EZYV23488,15050,1631.42,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,54
EZYV886,2448,1793.14,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32
EZYV19519,1826,2082.45,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,49
EZYV9752,1318,2165.6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,17
EZYV18235,273,1451.52,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,13
EZYV22174,782,991.33,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,23
EZYV15937,1055,1514.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,18
EZYV15003,172,27282.01,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,11
EZYV15522,4530,385.35,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,25
EZYV19026,105011,1817.7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,43
EZYV19761,1702,2284.03,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,42
EZYV21626,2300,3284.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,82
EZYV7956,854,3590.24,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,31
EZYV21476,2876,942.39,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,31
EZYV17632,3720,1354.06,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,165
EZYV12388,952,3318.37,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,46
EZYV17079,1325,140.72,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,92
EZYV22244,189,1972.9,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,24
EZYV1558,938,160.77,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,16
EZYV19506,1367,57618.79,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19
EZYV11736,3724,949.71,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,54
EZYV24876,3287,1692.67,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,12
EZYV9924,1282,1207.04,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,29
EZYV24348,5466,400.21,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,71
EZYV5616,1026,1143.24,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,17
EZYV19791,3430,2278.22,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,11
EZYV20038,1828,1467.68,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,138
EZYV12392,296,3360.49,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,20
EZYV8451,1660,1883.61,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,63
EZYV9199,537,2778.08,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,29
EZYV24364,1649,3090.03,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,223
EZYV23655,1817,741.29,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,50
EZYV7849,993,3173.2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,40
EZYV10714,6284,1295.9,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,46
EZYV14728,2587,1698.69,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,18
EZYV8821,1908,1771.71,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,97
EZYV19154,442,1804.05,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,139
EZYV14138,2140,908.34,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,34
EZYV21576,4196,2309.97,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,13
EZYV7924,632,1264.38,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,23
EZYV9726,2618,2382.76,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,24
EZYV23125,6149,3272.96,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,192
EZYV23768,26241,525.07,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,13
EZYV23804,2423,2490.57,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,25
EZYV1896,4520,482.98,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,15
EZYV21288,183,416.98,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,15
EZYV17354,4698,76.75,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,24
EZYV4539,975,1718.07,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,37
EZYV82,4036,2372.55,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,22
EZYV24257,1658,10.88,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,13
EZYV12458,4739,981.29,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,25
EZYV20122,1659,1420.87,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,23
EZYV16602,167,368.83,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,185
EZYV6891,28350,2122.39,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,34
EZYV14112,2170,3022.21,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,25
EZYV4768,1814,2805.28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,23
EZYV17469,2036,2862.31,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,38
EZYV19881,2121,2208.61,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,30
EZYV22135,5134,840.62,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,23
EZYV22751,362,1253.13,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,23
EZYV14944,2293,1234.56,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,17
EZYV23829,3723,1325.41,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,49
EZYV25187,4889,503.02,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,62
EZYV991,13728,1513.04,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,55
EZYV3282,553,165.6,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,15
EZYV15488,4100,3893.06,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,65
EZYV1432,293,1120.93,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,37
EZYV8732,4466,2029.58,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,39
EZYV6114,4205,2036.77,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,14
EZYV9274,3060,1886.86,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,41
EZYV22425,22778,1857.41,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,16
EZYV925,409,1436.5,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,52
EZYV5950,436,1393.22,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,57
EZYV15889,1581,2070.22,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,22
EZYV2603,15420,2506.87,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,131
EZYV24965,3784,1609.23,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,19
EZYV5768,2601,297.74,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,19
EZYV3159,175,1984.27,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,112
EZYV6144,654,535.35,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,76
EZYV17169,1604,149.18,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,17
EZYV14633,1606,64.14,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,121
EZYV22297,3714,1494.87,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,58
EZYV11598,2495,4548.31,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,26
EZYV11069,4444,1688.48,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,12
EZYV7107,1049,1164.49,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,15
EZYV20441,1382,2750.71,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,25
EZYV3052,1654,1768.01,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,24
EZYV2420,185,2553.76,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,26
EZYV24730,5173,1407.15,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,23
EZYV23463,2326,1872.31,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,32
EZYV17179,2675,381.71,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,11
EZYV20099,4051,2373.41,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,155
EZYV11073,1169,4997.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,22
EZYV8710,2268,5928.86,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,165
EZYV9196,92407,929.4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,25
EZYV25389,858,1205.02,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,28
EZYV2593,969,70859.3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,168
EZYV19485,5238,149.93,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28
EZYV15583,1541,1850.94,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,27
EZYV819,644,2016.39,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,46
EZYV9969,309,1631.63,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,13
EZYV2904,1698,2821.43,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,25
EZYV21189,15150,1591.4,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,23
EZYV23943,4068,315.89,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,76
EZYV960,5801,2063.28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,11
EZYV3518,3392,3804.8,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,121
EZYV14218,791,1918.83,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,115
EZYV25422,4382,2952.68,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,20
EZYV12473,643,1838.59,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,17
EZYV22414,1274,1108.53,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,17
EZYV8432,2538,1863.38,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,13
EZYV3373,2786,2088.07,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,117
EZYV15078,2893,4127.98,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,42
EZYV7090,743,5289.92,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,16
EZYV14207,3624,1052.26,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,10
EZYV7836,93,1457.08,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,17
EZYV21671,1225,62.06,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,78
EZYV5410,940,235.56,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,41
EZYV5657,2932,4867.55,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,18
EZYV7520,1908,1479.65,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,63
EZYV18332,1064,948.05,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,19
EZYV17202,78,2889.5,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,53
EZYV22317,5593,1540.31,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,44
EZYV1313,2941,2821.79,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,15
EZYV5522,4025,132.41,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,16
EZYV5286,3425,747.64,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,46
EZYV14628,142672,1617.83,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30
EZYV25365,1269,120.2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,23
EZYV16210,3080,187.26,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,47
EZYV15333,5585,891.52,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,15
EZYV16521,4347,1588.32,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,101
EZYV9169,2000,2527.78,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,40
EZYV5653,1859,1418.97,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,16
EZYV13210,1882,1294.75,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,20
EZYV663,1370,1504.81,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,23
EZYV16148,267,1859.46,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,12
EZYV2925,5238,49705.64,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,13
EZYV11826,1385,624.73,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11
EZYV6549,23,1321.14,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,13
EZYV13932,1585,41304.0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,26
EZYV18981,2082,5151.01,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,30
EZYV24374,324,32071.66,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,107
EZYV2230,869,714.46,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,39
EZYV18780,2624,2129.31,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,38
EZYV7820,193,14950.85,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,173
EZYV4821,4458,2046.14,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,22
EZYV6723,3717,1423.84,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,100
EZYV18488,491,7153.51,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,142
EZYV17897,12664,18264.97,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,40
EZYV19846,487,922.84,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,11
EZYV25306,977,12377.28,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,156
EZYV23504,5770,1516.85,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,12
EZYV5489,245,2983.53,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,54
EZYV23520,4572,1534.95,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,12
EZYV13792,3098,268.67,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,22
EZYV4353,1002,560.16,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,53
EZYV20082,1460,15395.02,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,34
EZYV2298,633,89394.5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,14
EZYV8098,1570,59912.69,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,127
EZYV20022,1542,59.22,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,16
EZYV8030,2125,1438.42,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,28
EZYV9874,1858,32449.64,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22
EZYV13271,2346,1763.56,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,24
EZYV10848,6262,2413.78,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,10
EZYV12023,3335,1537.13,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,25
EZYV8393,335,2848.69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,131
EZYV8439,21849,1684.74,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,12
EZYV4545,216,2980.98,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,17
EZYV5365,2182,1282.6,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,9
EZYV22402,104,3120.44,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,80
EZYV11694,4474,2364.48,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,28
EZYV8493,3640,2699.05,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,35
EZYV4331,3197,2055.05,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,18
EZYV14638,332,1462.39,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,24
EZYV20727,3683,1120.2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,19
EZYV5103,936,1478.72,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,176
EZYV2924,2769,28.48,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,42
EZYV16061,1588,3934.15,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,12
EZYV16054,2298,2091.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,89
EZYV9695,1126,2602.8,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,18
EZYV9965,269,790.84,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,14
EZYV20767,1488,2008.52,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,78
EZYV7111,814,1558.57,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,19
EZYV18399,1354,2860.34,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,46
EZYV12951,3920,2655.25,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,18
EZYV7639,451,1881.64,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,70
EZYV19143,1355,294.15,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,26
EZYV251,4280,1273.9,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,19
EZYV7293,2636,1110.8,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,60
EZYV25188,3673,1643.21,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,36
EZYV12129,992,12949.44,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,17
EZYV17235,3162,1374.88,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,15
EZYV8858,1877,1028.96,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,21
EZYV13544,6139,715.46,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,26
EZYV12290,1496,4118.86,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,37
EZYV19631,40,1997.21,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,168
EZYV16557,1310,1919.87,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,64
EZYV5433,2460,1596.03,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,14
EZYV11934,5373,1650.47,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,22
EZYV21571,2611,69481.74,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,206
EZYV4573,3471,1317.41,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,16
EZYV385,720,2589.94,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,22
EZYV21553,1790,999.02,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,147
EZYV23270,1303,942.41,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,32
EZYV1497,2099,855.23,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,91
EZYV23351,1741,2544.11,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,7
EZYV13372,3216,699.89,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,19
EZYV15066,1218,1635.55,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,99
EZYV583,2188,2094.26,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,24
EZYV16340,3604,228.45,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,17
EZYV8265,588,2404.25,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,11
EZYV11413,1246,1825.83,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,12
EZYV12989,1184,913.41,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,10
EZYV14608,1703,544.91,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,14
EZYV15418,1934,1894.5,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,25
EZYV4425,2456,1824.38,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,119
EZYV15601,-14,513.37,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9
EZYV15138,246,2400.71,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,25
EZYV281,2061,436.5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,28
